Dataset 1,Dataset 2,Similarity Ratio,Similar Attributes,Total Attributes
AmbitionBox.csv,output_globaldata.csv,0.09090909090909091,1,11
DDD-teamblind.com.csv,output_govuk_bigsize.csv,0.09090909090909091,1,11
MalPatSaj-forbes.com.csv,ft.com.csv,0.09090909090909091,1,11
MalPatSaj-forbes.com.csv,wissel-aziende-info-clipper.com.csv,0.09090909090909091,1,11
MalPatSaj-wikipedia.org.csv,companiesMarketCap_dataset.csv,0.09090909090909091,1,11
campaignindia.csv,output_globaldata.csv,0.09090909090909091,1,11
ft.com.csv,wissel-activity-ariregister.rik.ee.csv,0.09090909090909091,1,11
AmbitionBox.csv,companiesMarketCap_dataset.csv,0.08333333333333333,1,12
MalPatSaj-forbes.com.csv,output_globaldata.csv,0.08333333333333333,1,12
campaignindia.csv,hitHorizons_dataset.csv,0.08333333333333333,1,12
companiesMarketCap_dataset.csv,wissel-partners-ariregister.rik.ee.csv,0.08333333333333333,1,12
companiesMarketCap_dataset.csv,wissel-rappresentanti-ariregister.rik.ee.csv,0.08333333333333333,1,12
ft.com.csv,output_govuk_bigsize.csv,0.08333333333333333,1,12
hitHorizons_dataset.csv,wissel-partners-ariregister.rik.ee.csv,0.08333333333333333,1,12
hitHorizons_dataset.csv,wissel-rappresentanti-ariregister.rik.ee.csv,0.08333333333333333,1,12
output_globaldata.csv,wissel-activity-ariregister.rik.ee.csv,0.08333333333333333,1,12
